Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,age,number_of_encounters,number_of_hospitalizations,number_of_primary_care_visits,number_of_wellness_visits,number_of_emergency_visits,first_encounter,last_encounter,number_of_medications,number_of_unique_medications,total_medication_cost,total_dispenses,number_of_procedures,diabetes,hypertension,heart_disease,copd,obesity,depression,kidney_disease,cancer,arthritis,osteoporosis,obesity_prevalence,smoking_prevalence,physical_inactivity,diabetes_prevalence,lack_of_insurance
61a2fcc0-d679-764c-7d86-b885b2c4907f,1993-01-22,,999-98-2186,S99988392,X72124702X,Mrs.,Erline657,Metz686,,Strosin214,M,white,nonhispanic,F,Mashpee  Massachusetts  US,566 Rosenbaum Ferry,Holbrook,Massachusetts,Norfolk County,,42.15188021171504,-70.95230839472299,1223457.8099999998,160.1399999999999,32.9,53,3,50,5,3,2004-11-22 12:53:53,2021-11-05 08:53:53,5.0,3.0,1984.48,30.0,147.0,0,0,0,0,0,0,0,0,0,0,26.7,11.850000000000001,19.1,9.15,4.800000000000001
c0219ca9-576f-f7c2-9c44-de030e94969b,1971-12-06,,999-24-2120,S99951566,X2456540X,Mrs.,Beatriz277,Urías338,,Villalpando154,M,white,hispanic,F,Lima  Lima Province  PE,497 Bahringer Crossing,Somerville,Massachusetts,Middlesex County,2138.0,42.37578548998286,-71.0903966734203,1509753.9109999996,968261.8390000002,54.1,38,2,36,11,2,1990-01-29 17:34:32,2021-09-29 11:07:35,12.0,10.0,43412.17999999999,93.0,26.0,0,0,0,0,1,0,0,0,0,0,23.95,8.8,16.9,6.85,4.25
cb8c092a-99aa-6c9c-1ec1-660f0b00549d,1990-12-28,,999-74-6572,S99980075,X57149020X,Mrs.,Kari181,Douglas31,,Langworth352,M,white,nonhispanic,F,Framingham  Massachusetts  US,413 Auer Burg Suite 64,Wellesley,Massachusetts,Norfolk County,2457.0,42.33060400351942,-71.30822395704439,1040518.45,22454.94,35.0,50,2,48,5,2,2009-02-21 01:08:28,2021-11-11 01:08:28,6.0,6.0,18720.79,61.0,99.0,0,0,0,0,0,0,0,0,0,0,20.299999999999997,6.449999999999999,13.2,6.75,2.7
97a20cf9-630d-939c-2f50-f13c434aee2f,1984-03-23,,999-16-8479,S99946662,X72015493X,Mrs.,Mayme605,Walter473,,Lesch175,M,white,nonhispanic,F,Blackstone  Massachusetts  US,441 Rodriguez Bridge,Boston,Massachusetts,Suffolk County,2129.0,42.36692392477457,-71.06483073606317,1622874.1175,74751.4725,41.8,44,4,40,6,3,2002-05-17 20:18:04,2021-06-11 20:18:04,6.0,5.0,13929.87,50.0,98.0,0,0,0,0,1,0,0,0,0,0,24.25,11.25,24.0,9.45,6.3
961f61f8-ed32-f113-8450-192064b49aa9,2002-06-13,,999-91-5120,S99910835,,Ms.,Jessia669,Wisoky380,,,,white,nonhispanic,F,Southwick  Massachusetts  US,106 Kerluke Rest Apt 5,Abington,Massachusetts,Plymouth County,2351.0,42.15407876921348,-70.95799628981261,485313.59,1825.08,23.6,26,0,26,10,0,2012-06-21 22:45:42,2021-08-12 22:45:42,12.0,9.0,13373.669999999998,920.0,48.0,0,1,0,0,0,0,0,0,0,0,28.9,12.0,18.9,8.5,4.199999999999999
9acc871f-b577-5530-b8ad-fa95b58cea25,1985-03-24,,999-59-7726,S99918599,X14875434X,Mrs.,Lavinia262,Heaney114,,Maggio310,M,white,nonhispanic,F,Cambridge  Massachusetts  US,446 Kreiger Route,Brookline,Massachusetts,Norfolk County,2446.0,42.29712690939835,-71.14523956657307,1425692.5085,154972.8415,40.8,61,2,59,20,2,1998-04-17 05:18:09,2021-09-05 16:18:09,29.0,11.0,32435.13,294.0,131.0,0,1,0,0,0,0,0,0,0,0,20.85,6.35,13.55,7.0,2.95
1d3d0ba6-5475-07c2-0b40-562ad75fdf26,1960-01-21,,999-26-4708,S99981133,X33683613X,Mrs.,Laurena366,Heidenreich818,,Becker968,M,white,nonhispanic,F,Lawrence  Massachusetts  US,1039 Gerhold Ramp Apt 20,East Longmeadow,Massachusetts,Hampden County,,42.08768743567022,-72.526566787277,774382.0569999996,247928.613,65.9,38,0,38,22,0,1974-02-21 20:57:33,2021-05-22 22:27:16,7.0,1.0,2.0,82.0,55.0,0,0,0,0,1,0,0,0,0,0,27.4,11.25,18.75,8.65,4.0
98e4223a-5ad8-94e0-2d73-ee5203dd4e2b,2008-11-09,,999-92-2908,,,,Delfina519,Parisian75,,,,asian,nonhispanic,F,Boston  Massachusetts  US,752 Heller Vale Apt 5,Everett,Massachusetts,Middlesex County,2149.0,42.40872191301715,-71.057596736431,162931.84749999997,1462.6425,17.1,27,4,22,10,4,2012-04-15 06:47:10,2021-10-31 06:47:10,8.0,6.0,23801.58,82.0,28.0,0,0,0,0,0,0,0,0,0,0,30.95,16.05,29.0,11.3,10.149999999999999
8fa5a097-1970-9370-4193-a7baa3d235b5,2000-08-25,,999-84-8860,S99941898,X42921765X,Ms.,Verla696,Hamill307,,,,white,nonhispanic,F,Waltham  Massachusetts  US,804 Mohr Lodge Apt 92,Everett,Massachusetts,Middlesex County,2148.0,42.45174075583735,-71.07017882809406,214600.8025,115026.0475,25.3,39,6,33,10,3,2012-09-14 16:31:45,2021-11-05 16:31:45,21.0,12.0,80175.92,392.0,126.0,0,0,0,0,0,0,0,0,0,0,30.95,16.05,29.0,11.3,10.149999999999999
8c2d5e9b-0717-9616-beb9-21296a5b547d,1960-12-15,,999-50-8690,S99926520,X57197008X,Ms.,Zelda766,Ernser583,,,S,white,nonhispanic,F,Amherst  Massachusetts  US,874 Skiles Club,Haverhill,Massachusetts,Essex County,1830.0,42.77589674453584,-71.00661557505993,2341031.1384999994,177213.09149999998,65.0,82,1,80,55,1,1963-11-30 04:07:23,2021-10-15 04:07:23,137.0,4.0,325164.53,1494.0,58.0,0,0,0,0,1,0,0,0,0,0,31.75,13.55,25.7,9.8,7.3
a7624ac9-6308-e015-1c5c-115c97c631fe,1959-11-02,,999-16-7928,S99982440,X77033125X,Mrs.,Esther279,Runolfsson901,,Feil794,M,white,nonhispanic,F,Billerica  Massachusetts  US,389 Mraz Pathway Apt 38,Waltham,Massachusetts,Middlesex County,2453.0,42.39983230495903,-71.20603836220772,2286986.7040000004,480203.186,66.2,96,2,94,59,2,1960-05-05 11:06:50,2021-08-30 05:23:50,150.0,6.0,370136.9,2144.0,56.0,0,0,0,0,1,0,0,0,0,0,24.65,9.55,19.15,7.8,5.1
122b4063-18dc-f20f-204c-6f2da758717b,2018-09-16,,999-63-4674,,,,Carlota980,Morales679,,,,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,990 Morissette Parade,Boston,Massachusetts,Suffolk County,,42.290594379019225,-71.09216720927036,10334.434,7684.245999999999,7.3,14,0,14,11,0,2018-09-16 04:46:41,2021-08-22 04:46:41,1.0,1.0,14.54,1.0,5.0,0,0,0,0,0,0,0,0,0,0,24.25,11.25,24.0,9.45,6.3
33c2ca32-ae38-66c5-474f-83273568906e,1955-10-25,,999-85-9194,S99955746,X89300658X,Mr.,Franklyn361,Tromp100,,,M,white,hispanic,M,Westford  Massachusetts  US,394 Weissnat Meadow,Georgetown,Massachusetts,Essex County,,42.76725122979463,-71.02479918632093,1860937.735,52453.715,70.2,42,0,42,25,0,1973-12-18 23:41:22,2021-04-27 23:41:22,29.0,5.0,22685.9,303.0,84.0,0,0,1,0,1,0,0,0,0,0,27.4,11.25,18.75,8.65,4.0
57b53310-98a9-f011-69c0-02068c37d83b,1972-07-13,,999-37-8837,S99918279,X61102329X,Mrs.,Tommye961,Simonis280,,Franecki195,M,white,nonhispanic,F,Newton  Massachusetts  US,893 McGlynn Street,Plymouth,Massachusetts,Plymouth County,2360.0,41.88295423547631,-70.5823612036686,1973363.843500001,641759.8265,53.5,58,3,55,14,3,1983-07-28 22:00:29,2021-03-11 22:00:29,19.0,16.0,14088.96,126.0,138.0,0,0,0,0,1,0,0,0,0,0,29.8,13.4,20.85,9.25,4.65
c9b4f8c6-d7be-6563-0560-c90cfe6b12ca,2003-10-08,,999-17-8551,S99937265,,Ms.,Pei116,Williamson769,,,,white,nonhispanic,F,Randolph  Massachusetts  US,996 Kemmer Port Unit 36,Woburn,Massachusetts,Middlesex County,1890.0,42.50824307962555,-71.17262434028189,1220556.9499999995,0.0,22.2,90,2,88,9,2,2004-06-29 07:31:52,2021-11-12 05:31:52,8.0,8.0,57890.36,453.0,106.0,0,0,0,0,0,0,0,0,0,0,25.5,11.25,19.75,8.4,4.45
1f528581-7613-2b96-dce3-68c7cf967ea1,1985-04-03,,999-82-4137,S99935035,X77363212X,Mrs.,Bonita405,Bernier607,,Hagenes547,M,white,nonhispanic,F,Dover  Massachusetts  US,377 Sauer Rapid Apt 46,Whitman,Massachusetts,Plymouth County,,42.07379170797005,-70.92835410179248,2223556.5275000003,219554.6725,40.7,112,2,110,7,2,2002-05-22 12:13:56,2021-11-17 12:13:56,9.0,7.0,60458.49999999999,460.0,206.0,0,0,0,0,1,0,0,0,0,0,27.4,11.25,18.75,8.65,4.0
1cfa5a70-7f3c-4227-5cf1-e182fcff4cd4,1958-09-18,,999-24-1375,S99923833,X21908759X,Mrs.,Alaine226,Willms744,,Funk324,M,white,nonhispanic,F,North Westport  Massachusetts  US,112 Metz Track,Quincy,Massachusetts,Norfolk County,2186.0,42.25000925223316,-70.97805948557372,2056353.7810000004,599891.699,67.3,38,1,35,26,1,1976-11-11 04:22:51,2021-04-01 04:22:51,26.0,6.0,284961.28,1181.0,58.0,1,0,0,0,0,0,0,0,0,1,22.85,11.1,20.55,9.75,4.9
2f031d4a-b070-ce15-6372-30c8fecf1164,1994-09-30,,999-47-2075,S99936245,X18832457X,Ms.,Magdalene960,Orn563,,,S,asian,nonhispanic,F,Shanghai  Shanghai Municipality  CN,206 Harber Meadow,Lexington,Massachusetts,Middlesex County,2420.0,42.4005014969083,-71.18772151779837,1565996.5620000004,406247.948,31.3,63,4,59,11,3,1995-06-24 02:38:58,2021-07-09 05:53:58,27.0,12.0,156567.21999999997,6544.0,157.0,0,1,0,0,0,0,0,0,0,0,19.1,5.7,14.7,7.800000000000001,2.25
9a632ddc-b352-6dd7-0fb3-916fde80c9a3,1989-02-22,,999-66-5814,S99917255,X27930221X,Mr.,Shaun461,Dickens475,,,M,white,hispanic,M,Swampscott  Massachusetts  US,484 Bernier Orchard,Lunenburg,Massachusetts,Worcester County,,42.56494811685727,-71.7107186760784,797287.0900000001,2312.82,36.9,15,1,14,6,1,1990-02-17 08:07:42,2021-11-03 08:07:42,3.0,3.0,179.65999999999997,3.0,19.0,0,0,0,0,0,0,0,0,0,0,30.9,11.350000000000001,20.35,8.8,3.75
56bf1a47-8065-1ba5-6d8c-430b37a621bf,2007-06-22,,999-56-2288,,,,Denny560,Watsica258,,,,asian,nonhispanic,M,Boston  Massachusetts  US,112 Hintz Annex Unit 63,Concord,Massachusetts,Middlesex County,,42.48162919930732,-71.39566110181224,328040.88,0.0,18.5,44,3,41,10,3,2008-11-01 14:17:36,2021-10-31 17:46:51,6.0,5.0,60827.37,320.0,40.0,0,0,0,0,0,0,0,0,0,0,27.4,11.25,18.75,8.65,4.0
7d1a0d44-6f3e-2cd5-3347-0d97e5b57612,1980-12-04,,999-18-4055,S99975869,X57447826X,Mr.,Doyle959,Johns824,,,M,white,nonhispanic,M,Clinton  Massachusetts  US,828 Jaskolski Well Apt 88,Reading,Massachusetts,Middlesex County,,42.46877404018137,-71.1483751166424,1008922.1599999998,443.04,45.1,14,0,14,10,0,1989-12-07 19:56:36,2021-08-21 12:56:36,1.0,1.0,5.03,1.0,19.0,0,0,0,0,0,0,0,0,0,0,23.1,8.2,15.3,7.15,2.85
8bf6aa92-645f-3c82-ddcd-5851496a6aa8,1967-05-07,,999-57-2811,S99974478,X11431912X,Mrs.,Ethelyn789,Vandervort697,,Kling921,M,white,nonhispanic,F,Lynn  Massachusetts  US,372 Jakubowski Vista Unit 76,Easton,Massachusetts,Bristol County,,42.06241934285072,-71.12403926366235,2008486.9385,409753.3915,58.7,145,62,83,14,3,1982-06-13 06:57:17,2021-09-19 03:37:57,22.0,7.0,60408.32,25.0,159.0,0,0,0,0,1,0,0,1,0,0,27.4,11.25,18.75,8.65,4.0
f0660412-c40e-4d5c-5b11-08b6da289331,1975-01-24,,999-42-9701,S99913944,X52330687X,Mr.,Terry864,King743,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,827 Kling Burg Suite 32,Buzzards Bay,Massachusetts,Barnstable County,2542.0,41.77871179739307,-70.57317836662081,1196488.8525,3228.8775,50.9,61,1,60,41,1,1979-08-09 12:37:09,2021-08-27 12:37:09,139.0,3.0,235570.98,11469.0,51.0,0,1,0,0,1,0,0,0,0,0,25.75,12.15,17.75,7.449999999999999,4.65
53cc5b94-3c84-3ecf-ae94-f98203e3d8ba,2014-03-07,,999-85-1461,,,,Elwood28,Gottlieb798,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,289 Mraz Knoll,Braintree,Massachusetts,Norfolk County,2184.0,42.2199482596054,-70.97768016132693,189892.04,0.0,11.8,24,1,23,16,1,2014-03-07 22:20:52,2021-08-01 22:20:52,6.0,6.0,34672.74,170.0,12.0,0,0,0,0,0,0,0,0,0,0,27.4,11.25,18.75,8.65,4.0
060e72d3-912e-55cd-0c92-5faa6cb7a6db,1969-01-03,,999-66-6825,S99931952,X14008939X,Mr.,Benny518,Tillman293,,,S,white,nonhispanic,M,Medford  Massachusetts  US,941 Rodriguez Trace Suite 61,Quincy,Massachusetts,Norfolk County,2169.0,42.24005776018676,-70.9877474621171,181651.842,262994.9979999999,57.0,53,1,47,15,1,1987-02-27 10:41:40,2021-09-03 10:41:40,42.0,6.0,9839.92,3636.0,98.0,1,1,0,0,0,0,1,0,0,0,22.85,11.1,20.55,9.75,4.9
18f70d07-28a0-17f3-2605-bf21cceb194b,2020-02-08,,999-52-7055,,,,Ernestina649,Fahey393,,,,white,nonhispanic,F,Medford  Massachusetts  US,631 Muller Junction Apt 77,Cambridge,Massachusetts,Middlesex County,2141.0,42.35348723578543,-71.0679519301084,46898.77,56.21999999999992,5.9,12,0,12,8,0,2020-02-08 12:59:41,2021-10-09 02:59:41,1.0,1.0,21.62,1.0,3.0,0,0,0,0,0,0,0,0,0,0,23.0,7.55,16.35,6.9,3.65
a7b903a5-5c6f-3f5e-4035-62d94b0b52b3,1995-12-21,,999-21-2434,S99916617,X56847635X,Ms.,Lavonia8,Abernathy524,,,,white,nonhispanic,F,Boxford  Massachusetts  US,702 Hane Boulevard,Medford,Massachusetts,Middlesex County,2145.0,42.41667896686712,-71.08159303400507,694925.9574999999,61101.17249999999,30.0,61,0,61,10,0,2009-01-29 23:53:55,2021-03-25 23:53:55,38.0,8.0,9787.710000000001,5833.0,107.0,0,1,0,0,0,0,0,0,0,0,24.6,9.899999999999999,18.4,7.800000000000001,4.15
63198606-7c07-e63a-42a3-2f47419c881c,2015-01-22,,999-39-5566,,,,Rashida558,Murray856,,,,white,nonhispanic,F,Westborough  Massachusetts  US,400 Crooks Orchard,Everett,Massachusetts,Middlesex County,,42.43031720716706,-71.0188571341331,188478.56,131.21999999999994,10.9,19,0,19,15,0,2015-01-23 01:27:36,2021-01-08 01:27:36,3.0,3.0,45.36,3.0,10.0,0,0,0,0,0,0,0,0,0,0,30.95,16.05,29.0,11.3,10.149999999999999
2dacba2b-f4f3-9726-0f13-2f1a87f69bba,1988-03-15,,999-31-2745,S99997263,X23541953X,Mrs.,Margarite168,Boyer713,,Botsford977,M,white,nonhispanic,F,Southwick  Massachusetts  US,340 Ullrich Viaduct Unit 53,Waltham,Massachusetts,Middlesex County,2453.0,42.3262511391239,-71.21393960984742,1371909.6475,223046.0925,37.8,79,6,73,16,5,2006-05-09 07:27:48,2021-10-14 04:27:48,38.0,7.0,3336.3,11430.0,244.0,0,1,0,0,0,0,0,0,0,0,24.65,9.55,19.15,7.8,5.1
7d28d76a-9ac8-67b4-3c88-0a75be3d0851,1969-01-03,,999-55-6195,S99969519,X56639424X,Mrs.,Erna640,Robel940,,Kuhic920,M,white,nonhispanic,F,Boston  Massachusetts  US,974 Nienow Fork,Lynn,Massachusetts,Essex County,1907.0,42.48839988082722,-70.92033041907285,1849843.5155000004,396119.7145,57.0,82,9,67,14,9,1987-02-28 04:45:24,2021-04-17 04:45:24,21.0,18.0,19000.510000000002,210.0,138.0,0,0,0,0,0,0,0,0,0,0,33.849999999999994,14.649999999999999,32.0,12.0,11.9
307b6419-5147-4716-10b1-bb458ac191c3,2003-07-19,,999-53-6468,S99966610,,Ms.,Micheal721,Shields502,,,,white,nonhispanic,F,Worcester  Massachusetts  US,933 Jast Plaza,Fairhaven,Massachusetts,Bristol County,,41.65030476973869,-70.89413718801785,486024.12250000006,2349.0675,22.5,47,3,42,16,3,2004-12-18 04:45:57,2021-10-12 00:15:57,45.0,9.0,159110.38,831.0,40.0,0,1,0,1,0,0,0,0,0,0,27.4,11.25,18.75,8.65,4.0
0afb59a5-12cb-3b6a-eead-3a72d24fb678,1980-12-05,,999-49-6212,S99937895,X21978831X,Mr.,Hershel911,Lang846,MD,,S,white,nonhispanic,M,Webster  Massachusetts  US,976 Abernathy Fort Unit 80,Holbrook,Massachusetts,Norfolk County,2343.0,42.2004542432617,-71.05023864144283,1034683.7574999998,158.06249999999986,45.1,32,0,31,10,0,1997-01-18 02:00:11,2021-04-03 02:00:11,2.0,2.0,47.870000000000005,2.0,28.0,0,0,0,0,1,0,0,0,0,0,26.7,11.850000000000001,19.1,9.15,4.800000000000001
38565670-114d-6c46-50b9-76bbffb16ffb,1970-09-14,,999-61-2551,S99975387,X9893460X,Mrs.,Christal240,Glover433,,Ruecker817,M,white,nonhispanic,F,Boston  Massachusetts  US,448 Davis Drive Unit 60,Lawrence,Massachusetts,Essex County,1840.0,42.74837964151071,-71.16915559828387,1117212.8845000002,197427.3755,55.3,47,1,46,13,1,1972-10-04 15:31:42,2021-03-29 09:31:42,27.0,8.0,38373.01,140.0,68.0,0,0,0,0,1,0,0,0,0,0,37.35,14.6,38.95,14.45,18.75
4f5a07ca-02e0-8981-3c30-4d9924a169a3,1983-12-12,,999-37-6244,S99973987,X64774243X,Mr.,Tony646,Ward668,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,902 Gutkowski Hollow,Peabody,Massachusetts,Essex County,1940.0,42.53098046253374,-70.99559808642061,907036.61,9573.15,42.1,12,0,12,8,0,2002-02-04 08:30:44,2021-05-17 08:30:44,0.0,0.0,0.0,0.0,22.0,0,0,0,0,0,0,0,0,0,0,29.25,12.25,23.05,9.15,5.25
6a6a1b30-9966-bd68-e732-b7ce2c0b6ade,2013-11-19,,999-17-5887,,,,Roberto515,Quiroz936,,,,white,hispanic,M,Portsmouth  Saint John Parish  DM,759 Schimmel Hollow Unit 24,Haverhill,Massachusetts,Essex County,1835.0,42.77414223671853,-71.100912612649,201925.44,1434.3,12.1,18,0,18,17,0,2013-11-19 07:15:57,2021-11-16 07:15:57,1.0,1.0,23.74,1.0,10.0,0,0,0,0,0,0,0,0,0,0,31.75,13.55,25.7,9.8,7.3
be82309d-1a8f-df82-4cd6-5f03e1060e8e,1970-03-07,,999-49-3900,S99998879,X20800283X,Mr.,Felton646,Pouros728,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,805 Greenfelder Heights,Shirley,Massachusetts,Middlesex County,,42.58359110919537,-71.60138307288621,1168474.6625000003,125.52749999999992,55.8,63,2,52,17,2,1973-10-10 10:43:04,2021-10-16 10:43:04,36.0,4.0,52884.89,992.0,184.0,1,0,0,0,0,0,1,0,0,0,26.0,11.8,19.4,8.25,4.449999999999999
5e2cd800-901b-55d3-edf4-ab6e3c7524ff,1983-03-13,,999-31-9450,S99941509,X19453034X,Mr.,Jonathon205,Rice937,JD,,S,white,nonhispanic,M,Beverly  Massachusetts  US,856 Corkery Ferry Apt 50,Somerville,Massachusetts,Middlesex County,2138.0,42.36139427023386,-71.11072241939358,978259.775,23108.145,42.8,17,0,17,10,0,1996-04-07 15:06:38,2021-04-04 15:06:38,1.0,1.0,35.15,1.0,18.0,0,0,0,0,0,0,0,0,0,0,23.95,8.8,16.9,6.85,4.25
f93c78a3-57b8-4858-cad5-e449f26e3857,2008-12-10,,999-80-8776,,,,Man114,Halvorson124,,,,white,nonhispanic,M,Marblehead  Massachusetts  US,644 Abshire Park Suite 19,Brockton,Massachusetts,Plymouth County,,42.09331988782724,-70.94942531201588,327035.025,2953.305,17.1,20,1,19,10,1,2011-12-29 21:28:01,2021-06-16 22:28:01,3.0,3.0,23.05,3.0,14.0,0,0,0,0,0,0,0,0,0,0,35.9,17.75,28.6,12.8,8.55
62bb08df-1e20-441c-6fea-94c47a30690a,1980-05-21,,999-86-6189,S99916713,X77230309X,Mrs.,Leonie332,Monahan736,,Raynor401,M,white,nonhispanic,F,Smith Mills  Massachusetts  US,497 Hegmann Gateway Suite 26,Newburyport,Massachusetts,Essex County,,42.80701594628023,-70.92184927122379,1273822.6425000003,48322.11749999999,45.6,57,1,56,23,1,1998-07-15 13:07:25,2020-11-18 13:07:25,87.0,8.0,23252.25,17387.0,79.0,0,1,0,0,0,0,0,0,0,0,26.5,8.05,16.25,7.550000000000001,2.55
